task_name,s_time,e_time,diff_time,seconds
LOAD,2014-11-18 01:37:16.732305,2014-11-18 01:48:35.431233,00:11:18.698928,678.698928
PERF.POWER.RF1,2014-11-18 01:48:37.944494,2014-11-18 01:48:54.308309,00:00:16.363815,16.363815
PERF.POWER.Q14,2014-11-18 01:48:54.321407,2014-11-18 01:49:07.060057,00:00:12.73865,12.73865
PERF.POWER.Q2,2014-11-18 01:49:07.080462,2014-11-18 01:49:13.534625,00:00:06.454163,6.454163
PERF.POWER.Q9,2014-11-18 01:49:13.554604,2014-11-18 01:50:29.46905,00:01:15.914446,75.914446
PERF.POWER.Q20,2014-11-18 01:50:29.483324,2014-11-18 01:51:11.373464,00:00:41.89014,41.89014
PERF.POWER.Q6,2014-11-18 01:51:11.393503,2014-11-18 01:51:30.962177,00:00:19.568674,19.568674
PERF.POWER.Q17,2014-11-18 01:51:30.981161,2014-11-18 01:51:31.407326,00:00:00.426165,0.426165
PERF.POWER.Q18,2014-11-18 01:51:31.426222,2014-11-18 01:52:27.665627,00:00:56.239405,56.239405
PERF.POWER.Q8,2014-11-18 01:52:27.685271,2014-11-18 01:52:38.007315,00:00:10.322044,10.322044
PERF.POWER.Q21,2014-11-18 01:52:38.026301,2014-11-18 01:53:50.027116,00:01:12.000815,72.000815
PERF.POWER.Q13,2014-11-18 01:53:50.046245,2014-11-18 01:54:20.959186,00:00:30.912941,30.912941
PERF.POWER.Q3,2014-11-18 01:54:20.97722,2014-11-18 01:54:58.431599,00:00:37.454379,37.454379
PERF.POWER.Q22,2014-11-18 01:54:58.450289,2014-11-18 01:55:04.938048,00:00:06.487759,6.487759
PERF.POWER.Q16,2014-11-18 01:55:04.951962,2014-11-18 01:55:16.892594,00:00:11.940632,11.940632
PERF.POWER.Q4,2014-11-18 01:55:16.909853,2014-11-18 01:55:57.731474,00:00:40.821621,40.821621
PERF.POWER.Q11,2014-11-18 01:55:57.752988,2014-11-18 01:56:00.713192,00:00:02.960204,2.960204
PERF.POWER.Q15,2014-11-18 01:56:00.731895,2014-11-18 01:56:15.092057,00:00:14.360162,14.360162
PERF.POWER.Q1,2014-11-18 01:56:15.11291,2014-11-18 01:57:40.479262,00:01:25.366352,85.366352
